_id,Timestamp,Redemption Count,Sales Count
16787,2024-10-20T14:30:00,189,173
16788,2024-10-20T14:15:00,124,125
16789,2024-10-20T14:00:00,192,175
16790,2024-10-20T13:45:00,148,158
16791,2024-10-20T13:30:00,148,110
16792,2024-10-20T13:15:00,128,121
16793,2024-10-20T13:00:00,136,100
16794,2024-10-20T12:45:00,68,82
16795,2024-10-20T12:30:00,117,120
16796,2024-10-20T12:15:00,138,111
16797,2024-10-20T12:00:00,126,123
16798,2024-10-20T11:45:00,114,100
16799,2024-10-20T11:30:00,133,110
16800,2024-10-20T11:15:00,78,70
16801,2024-10-20T11:00:00,41,73
16802,2024-10-20T10:45:00,47,70
16803,2024-10-20T10:30:00,55,57
16804,2024-10-20T10:15:00,81,90
16805,2024-10-20T10:00:00,26,30
16806,2024-10-20T09:45:00,15,34
16807,2024-10-20T09:30:00,47,44
16808,2024-10-20T09:15:00,24,25
16809,2024-10-20T09:00:00,38,29
16810,2024-10-20T08:45:00,13,21
16811,2024-10-20T08:30:00,2,13
16812,2024-10-20T08:15:00,6,21
16813,2024-10-20T08:00:00,5,3
16814,2024-10-20T07:30:00,7,2
16815,2024-10-20T06:45:00,1,1
16816,2024-10-20T06:30:00,12,10
16817,2024-10-20T06:15:00,0,2
16818,2024-10-20T06:00:00,0,13
16819,2024-10-20T02:00:00,0,1
16820,2024-10-20T00:15:00,0,7
16821,2024-10-20T00:00:00,0,4
16822,2024-10-19T23:45:00,0,8
16823,2024-10-19T23:30:00,7,3
16824,2024-10-19T23:00:00,5,0
16825,2024-10-19T22:45:00,2,0
16826,2024-10-19T22:30:00,21,21
16827,2024-10-19T22:15:00,8,15
16828,2024-10-19T22:00:00,1,11
16829,2024-10-19T21:45:00,1,2
16830,2024-10-19T21:30:00,20,14
16831,2024-10-19T21:15:00,7,10
16832,2024-10-19T21:00:00,8,15
16833,2024-10-19T20:45:00,23,25
16834,2024-10-19T20:30:00,24,25
16835,2024-10-19T20:15:00,11,12
16836,2024-10-19T20:00:00,17,28
16837,2024-10-19T19:45:00,10,9
16838,2024-10-19T19:30:00,15,5
16839,2024-10-19T19:15:00,28,39
16840,2024-10-19T19:00:00,40,37
16841,2024-10-19T18:45:00,55,33
16842,2024-10-19T18:30:00,65,95
16843,2024-10-19T18:15:00,99,90
16844,2024-10-19T18:00:00,87,81
16845,2024-10-19T17:45:00,62,73
16846,2024-10-19T17:30:00,93,83
16847,2024-10-19T17:15:00,128,127
16848,2024-10-19T17:00:00,121,113
16849,2024-10-19T16:45:00,156,142
16850,2024-10-19T16:30:00,163,125
16851,2024-10-19T16:15:00,148,123
16852,2024-10-19T16:00:00,133,105
16853,2024-10-19T15:45:00,154,169
16854,2024-10-19T15:30:00,198,172
16855,2024-10-19T15:15:00,159,153
16856,2024-10-19T15:00:00,112,137
16857,2024-10-19T14:45:00,123,143
16858,2024-10-19T14:30:00,178,145
16859,2024-10-19T14:15:00,164,154
16860,2024-10-19T14:00:00,169,139
16861,2024-10-19T13:45:00,98,103
16862,2024-10-19T13:30:00,186,155
16863,2024-10-19T13:15:00,175,141
16864,2024-10-19T13:00:00,77,72
16865,2024-10-19T12:45:00,74,95
16866,2024-10-19T12:30:00,136,154
16867,2024-10-19T12:15:00,116,138
16868,2024-10-19T12:00:00,101,87
16869,2024-10-19T11:45:00,99,94
16870,2024-10-19T11:30:00,139,101
16871,2024-10-19T11:15:00,113,111
16872,2024-10-19T11:00:00,67,77
16873,2024-10-19T10:45:00,18,21
16874,2024-10-19T10:30:00,105,98
16875,2024-10-19T10:15:00,49,58
16876,2024-10-19T10:00:00,28,18
16877,2024-10-19T09:45:00,6,29
16878,2024-10-19T09:30:00,27,29
16879,2024-10-19T09:15:00,13,22
16880,2024-10-19T09:00:00,25,30
16881,2024-10-19T08:45:00,7,9
16882,2024-10-19T08:30:00,8,12
16883,2024-10-19T08:15:00,34,36
16884,2024-10-19T08:00:00,1,10
16885,2024-10-19T07:45:00,1,1
16886,2024-10-19T07:30:00,10,7
16887,2024-10-19T07:15:00,1,2
16888,2024-10-19T07:00:00,5,4
16889,2024-10-19T06:45:00,3,2
16890,2024-10-19T06:30:00,13,28
16891,2024-10-19T06:15:00,0,3
16892,2024-10-18T23:30:00,10,3
16893,2024-10-18T23:15:00,1,12
16894,2024-10-18T23:00:00,9,17
16895,2024-10-18T22:45:00,5,5
16896,2024-10-18T22:30:00,15,11
16897,2024-10-18T22:15:00,3,6
16898,2024-10-18T22:00:00,3,5
16899,2024-10-18T21:45:00,0,4
16900,2024-10-18T21:30:00,28,23
16901,2024-10-18T21:15:00,6,7
16902,2024-10-18T21:00:00,3,16
16903,2024-10-18T20:45:00,3,9
16904,2024-10-18T20:30:00,26,9
16905,2024-10-18T20:15:00,10,11
16906,2024-10-18T20:00:00,17,16
16907,2024-10-18T19:45:00,0,8
16908,2024-10-18T19:30:00,18,13
16909,2024-10-18T19:15:00,18,14
16910,2024-10-18T19:00:00,12,15
16911,2024-10-18T18:45:00,6,14
16912,2024-10-18T18:30:00,56,44
16913,2024-10-18T18:15:00,51,54
16914,2024-10-18T18:00:00,30,30
16915,2024-10-18T17:45:00,68,54
16916,2024-10-18T17:30:00,91,62
16917,2024-10-18T17:15:00,26,26
16918,2024-10-18T17:00:00,45,58
16919,2024-10-18T16:45:00,30,38
16920,2024-10-18T16:30:00,53,47
16921,2024-10-18T16:15:00,71,67
16922,2024-10-18T16:00:00,68,52
16923,2024-10-18T15:45:00,54,52
16924,2024-10-18T15:30:00,103,76
16925,2024-10-18T15:15:00,188,187
16926,2024-10-18T15:00:00,43,37
16927,2024-10-18T14:45:00,53,50
16928,2024-10-18T14:30:00,82,80
16929,2024-10-18T14:15:00,48,77
16930,2024-10-18T14:00:00,55,48
16931,2024-10-18T13:45:00,70,59
16932,2024-10-18T13:30:00,116,111
16933,2024-10-18T13:15:00,74,101
16934,2024-10-18T13:00:00,65,65
16935,2024-10-18T12:45:00,13,27
16936,2024-10-18T12:30:00,91,77
16937,2024-10-18T12:15:00,58,57
16938,2024-10-18T12:00:00,76,64
16939,2024-10-18T11:45:00,67,68
16940,2024-10-18T11:30:00,71,59
16941,2024-10-18T11:15:00,74,64
16942,2024-10-18T11:00:00,56,56
16943,2024-10-18T10:45:00,9,13
16944,2024-10-18T10:30:00,48,45
16945,2024-10-18T10:15:00,28,37
16946,2024-10-18T10:00:00,16,28
16947,2024-10-18T09:45:00,12,17
16948,2024-10-18T09:30:00,27,29
16949,2024-10-18T09:15:00,8,3
16950,2024-10-18T09:00:00,8,14
16951,2024-10-18T08:45:00,5,5
16952,2024-10-18T08:30:00,76,68
16953,2024-10-18T08:15:00,31,15
16954,2024-10-18T08:00:00,13,7
16955,2024-10-18T07:45:00,5,5
16956,2024-10-18T07:30:00,9,2
16957,2024-10-18T07:15:00,9,6
16958,2024-10-18T07:00:00,4,6
16959,2024-10-18T06:30:00,12,2
16960,2024-10-18T02:45:00,0,2
16961,2024-10-18T00:00:00,0,2
16962,2024-10-17T23:30:00,4,3
16963,2024-10-17T23:00:00,5,3
16964,2024-10-17T22:45:00,1,7
16965,2024-10-17T22:30:00,8,0
16966,2024-10-17T22:15:00,2,2
16967,2024-10-17T22:00:00,7,11
16968,2024-10-17T21:45:00,5,3
16969,2024-10-17T21:30:00,35,62
16970,2024-10-17T21:15:00,16,29
16971,2024-10-17T21:00:00,5,49
16972,2024-10-17T20:45:00,0,4
16973,2024-10-17T20:30:00,18,10
16974,2024-10-17T20:15:00,17,18
16975,2024-10-17T19:45:00,6,2
16976,2024-10-17T19:30:00,13,10
16977,2024-10-17T19:15:00,13,20
16978,2024-10-17T19:00:00,7,9
16979,2024-10-17T18:45:00,3,3
16980,2024-10-17T18:30:00,51,34
16981,2024-10-17T18:15:00,16,16
16982,2024-10-17T18:00:00,75,49
16983,2024-10-17T17:45:00,40,38
16984,2024-10-17T17:30:00,58,43
16985,2024-10-17T17:15:00,33,40
16986,2024-10-17T17:00:00,23,43
16987,2024-10-17T16:45:00,33,37
16988,2024-10-17T16:30:00,43,41
16989,2024-10-17T16:15:00,177,159
16990,2024-10-17T16:00:00,38,29
16991,2024-10-17T15:45:00,27,18
16992,2024-10-17T15:30:00,56,62
16993,2024-10-17T15:15:00,45,42
16994,2024-10-17T15:00:00,49,30
16995,2024-10-17T14:45:00,18,30
16996,2024-10-17T14:30:00,73,49
16997,2024-10-17T14:15:00,59,65
16998,2024-10-17T14:00:00,62,52
16999,2024-10-17T13:45:00,74,77
17000,2024-10-17T13:30:00,85,47
17001,2024-10-17T13:15:00,68,57
17002,2024-10-17T13:00:00,20,22
17003,2024-10-17T12:45:00,20,19
17004,2024-10-17T12:30:00,60,55
17005,2024-10-17T12:15:00,36,57
17006,2024-10-17T12:00:00,58,55
17007,2024-10-17T11:45:00,43,45
17008,2024-10-17T11:30:00,72,58
17009,2024-10-17T11:15:00,50,29
17010,2024-10-17T11:00:00,20,41
17011,2024-10-17T10:45:00,9,9
17012,2024-10-17T10:30:00,25,20
17013,2024-10-17T10:15:00,92,82
17014,2024-10-17T10:00:00,13,22
17015,2024-10-17T09:45:00,4,31
17016,2024-10-17T09:30:00,8,6
17017,2024-10-17T09:15:00,4,3
17018,2024-10-17T09:00:00,36,17
17019,2024-10-17T08:45:00,10,13
17020,2024-10-17T08:30:00,16,23
17021,2024-10-17T08:15:00,34,11
17022,2024-10-17T08:00:00,7,6
17023,2024-10-17T07:45:00,4,5
17024,2024-10-17T07:30:00,12,1
17025,2024-10-17T07:15:00,6,12
17026,2024-10-17T07:00:00,10,7
17027,2024-10-17T06:45:00,5,5
17028,2024-10-17T06:30:00,25,12
17029,2024-10-17T06:15:00,0,5
17030,2024-10-17T02:45:00,0,1
17031,2024-10-17T01:30:00,0,7
17032,2024-10-17T01:00:00,0,2
17033,2024-10-17T00:45:00,0,5
17034,2024-10-16T23:45:00,0,2
17035,2024-10-16T23:30:00,4,0
17036,2024-10-16T23:00:00,20,16
17037,2024-10-16T22:45:00,0,3
17038,2024-10-16T22:30:00,13,2
17039,2024-10-16T22:15:00,5,2
17040,2024-10-16T22:00:00,2,2
17041,2024-10-16T21:45:00,1,0
17042,2024-10-16T21:30:00,15,4
17043,2024-10-16T21:15:00,1,0
17044,2024-10-16T21:00:00,0,6
17045,2024-10-16T20:45:00,1,11
17046,2024-10-16T20:30:00,19,10
17047,2024-10-16T20:15:00,13,1
17048,2024-10-16T20:00:00,5,5
17049,2024-10-16T19:45:00,3,2
17050,2024-10-16T19:30:00,17,16
17051,2024-10-16T19:15:00,8,6
17052,2024-10-16T19:00:00,10,9
17053,2024-10-16T18:45:00,16,15
17054,2024-10-16T18:30:00,24,25
17055,2024-10-16T18:15:00,13,18
17056,2024-10-16T18:00:00,46,41
17057,2024-10-16T17:45:00,29,24
17058,2024-10-16T17:30:00,56,48
17059,2024-10-16T17:15:00,33,30
17060,2024-10-16T17:00:00,34,35
17061,2024-10-16T16:45:00,9,12
17062,2024-10-16T16:30:00,39,26
17063,2024-10-16T16:15:00,31,24
17064,2024-10-16T16:00:00,56,65
17065,2024-10-16T15:45:00,27,24
17066,2024-10-16T15:30:00,55,39
17067,2024-10-16T15:15:00,44,40
17068,2024-10-16T15:00:00,34,26
17069,2024-10-16T14:45:00,34,43
17070,2024-10-16T14:30:00,36,23
17071,2024-10-16T14:15:00,34,24
17072,2024-10-16T14:00:00,166,162
17073,2024-10-16T13:45:00,18,16
17074,2024-10-16T13:30:00,59,65
17075,2024-10-16T13:15:00,64,44
17076,2024-10-16T13:00:00,25,26
17077,2024-10-16T12:45:00,13,15
17078,2024-10-16T12:30:00,38,26
17079,2024-10-16T12:15:00,47,45
17080,2024-10-16T12:00:00,22,20
17081,2024-10-16T11:45:00,21,20
17082,2024-10-16T11:30:00,29,20
17083,2024-10-16T11:15:00,41,64
17084,2024-10-16T11:00:00,10,36
17085,2024-10-16T10:45:00,11,13
17086,2024-10-16T10:30:00,29,24
17087,2024-10-16T10:15:00,20,26
17088,2024-10-16T10:00:00,11,18
17089,2024-10-16T09:45:00,1,3
17090,2024-10-16T09:30:00,14,9
17091,2024-10-16T09:15:00,3,4
17092,2024-10-16T09:00:00,12,6
17093,2024-10-16T08:45:00,9,10
17094,2024-10-16T08:30:00,9,2
17095,2024-10-16T08:15:00,37,54
17096,2024-10-16T08:00:00,6,1
17097,2024-10-16T07:45:00,3,5
17098,2024-10-16T07:30:00,6,6
17099,2024-10-16T07:15:00,7,2
17100,2024-10-16T07:00:00,9,4
17101,2024-10-16T06:45:00,3,2
17102,2024-10-16T06:30:00,27,15
17103,2024-10-16T06:15:00,2,2
17104,2024-10-16T04:00:00,0,4
17105,2024-10-16T01:15:00,0,2
17106,2024-10-15T23:30:00,2,0
17107,2024-10-15T23:00:00,3,2
17108,2024-10-15T22:45:00,3,12
17109,2024-10-15T22:30:00,3,10
17110,2024-10-15T22:15:00,3,3
17111,2024-10-15T21:30:00,13,6
17112,2024-10-15T21:15:00,3,2
17113,2024-10-15T21:00:00,10,10
17114,2024-10-15T20:30:00,12,3
17115,2024-10-15T20:15:00,3,1
17116,2024-10-15T20:00:00,5,4
17117,2024-10-15T19:45:00,7,24
17118,2024-10-15T19:30:00,10,0
17119,2024-10-15T19:15:00,9,6
17120,2024-10-15T19:00:00,17,19
17121,2024-10-15T18:30:00,18,14
17122,2024-10-15T18:15:00,16,10
17123,2024-10-15T18:00:00,49,41
17124,2024-10-15T17:45:00,14,11
17125,2024-10-15T17:30:00,35,39
17126,2024-10-15T17:15:00,27,21
17127,2024-10-15T17:00:00,8,10
17128,2024-10-15T16:45:00,18,15
17129,2024-10-15T16:30:00,46,45
17130,2024-10-15T16:15:00,19,13
17131,2024-10-15T16:00:00,48,43
17132,2024-10-15T15:45:00,45,34
17133,2024-10-15T15:30:00,46,30
17134,2024-10-15T15:15:00,48,39
17135,2024-10-15T15:00:00,92,144
17136,2024-10-15T14:45:00,7,8
17137,2024-10-15T14:30:00,66,46
17138,2024-10-15T14:15:00,192,203
17139,2024-10-15T14:00:00,75,69
17140,2024-10-15T13:45:00,44,41
17141,2024-10-15T13:30:00,49,62
17142,2024-10-15T13:15:00,45,42
17143,2024-10-15T13:00:00,38,31
17144,2024-10-15T12:45:00,15,22
17145,2024-10-15T12:30:00,33,25
17146,2024-10-15T12:15:00,64,67
17147,2024-10-15T12:00:00,40,38
17148,2024-10-15T11:45:00,39,44
17149,2024-10-15T11:30:00,30,30
17150,2024-10-15T11:15:00,19,25
17151,2024-10-15T11:00:00,18,16
17152,2024-10-15T10:45:00,6,6
17153,2024-10-15T10:30:00,39,35
17154,2024-10-15T10:15:00,22,21
17155,2024-10-15T10:00:00,6,7
17156,2024-10-15T09:45:00,10,6
17157,2024-10-15T09:30:00,14,15
17158,2024-10-15T09:15:00,3,4
17159,2024-10-15T09:00:00,17,10
17160,2024-10-15T08:45:00,7,4
17161,2024-10-15T08:30:00,8,7
17162,2024-10-15T08:15:00,31,12
17163,2024-10-15T08:00:00,4,10
17164,2024-10-15T07:45:00,4,5
17165,2024-10-15T07:30:00,9,1
17166,2024-10-15T07:15:00,9,4
17167,2024-10-15T07:00:00,6,1
17168,2024-10-15T06:45:00,4,4
17169,2024-10-15T06:30:00,20,8
17170,2024-10-15T01:15:00,0,1
17171,2024-10-14T23:45:00,0,1
17172,2024-10-14T23:30:00,2,3
17173,2024-10-14T23:15:00,0,2
17174,2024-10-14T23:00:00,1,0
17175,2024-10-14T22:45:00,4,4
17176,2024-10-14T22:30:00,5,1
17177,2024-10-14T22:15:00,0,2
17178,2024-10-14T22:00:00,1,2
17179,2024-10-14T21:30:00,16,8
17180,2024-10-14T21:15:00,13,12
17181,2024-10-14T21:00:00,2,2
17182,2024-10-14T20:45:00,16,15
17183,2024-10-14T20:30:00,18,0
17184,2024-10-14T20:15:00,9,5
17185,2024-10-14T20:00:00,3,5
17186,2024-10-14T19:45:00,10,10
17187,2024-10-14T19:30:00,15,12
17188,2024-10-14T19:15:00,26,17
17189,2024-10-14T19:00:00,37,36
17190,2024-10-14T18:45:00,32,32
17191,2024-10-14T18:30:00,32,26
17192,2024-10-14T18:15:00,40,39
17193,2024-10-14T18:00:00,61,51
17194,2024-10-14T17:45:00,39,41
17195,2024-10-14T17:30:00,56,49
17196,2024-10-14T17:15:00,59,58
17197,2024-10-14T17:00:00,60,53
17198,2024-10-14T16:45:00,81,69
17199,2024-10-14T16:30:00,105,92
17200,2024-10-14T16:15:00,63,73
17201,2024-10-14T16:00:00,112,86
17202,2024-10-14T15:45:00,71,73
17203,2024-10-14T15:30:00,111,113
17204,2024-10-14T15:15:00,87,78
17205,2024-10-14T15:00:00,67,73
17206,2024-10-14T14:45:00,69,76
17207,2024-10-14T14:30:00,110,86
17208,2024-10-14T14:15:00,82,116
17209,2024-10-14T14:00:00,101,83
17210,2024-10-14T13:45:00,72,74
17211,2024-10-14T13:30:00,108,101
17212,2024-10-14T13:15:00,85,84
17213,2024-10-14T13:00:00,60,64
17214,2024-10-14T12:45:00,71,67
17215,2024-10-14T12:30:00,84,78
17216,2024-10-14T12:15:00,95,89
17217,2024-10-14T12:00:00,90,91
17218,2024-10-14T11:45:00,51,36
17219,2024-10-14T11:30:00,63,56
17220,2024-10-14T11:15:00,38,95
17221,2024-10-14T11:00:00,32,37
17222,2024-10-14T10:45:00,23,30
17223,2024-10-14T10:30:00,33,25
17224,2024-10-14T10:15:00,27,29
17225,2024-10-14T10:00:00,14,18
17226,2024-10-14T09:45:00,9,11
17227,2024-10-14T09:30:00,18,15
17228,2024-10-14T09:15:00,13,10
17229,2024-10-14T09:00:00,11,8
17230,2024-10-14T08:45:00,2,4
17231,2024-10-14T08:30:00,1,1
17232,2024-10-14T08:15:00,6,10
17233,2024-10-14T08:00:00,3,1
17234,2024-10-14T07:45:00,2,3
17235,2024-10-14T07:30:00,2,4
17236,2024-10-14T06:15:00,0,6
17237,2024-10-14T06:00:00,0,1
17238,2024-10-14T03:15:00,0,1
17239,2024-10-14T02:30:00,0,2
17240,2024-10-14T02:15:00,0,1
17241,2024-10-14T00:15:00,0,5
17242,2024-10-13T23:45:00,0,2
17243,2024-10-13T23:30:00,1,0
17244,2024-10-13T23:15:00,1,2
17245,2024-10-13T23:00:00,14,12
17246,2024-10-13T22:45:00,1,0
17247,2024-10-13T22:30:00,4,20
17248,2024-10-13T22:15:00,8,18
17249,2024-10-13T22:00:00,9,17
17250,2024-10-13T21:45:00,13,13
17251,2024-10-13T21:30:00,18,9
17252,2024-10-13T21:15:00,9,10
17253,2024-10-13T21:00:00,4,5
17254,2024-10-13T20:45:00,6,9
17255,2024-10-13T20:30:00,20,12
17256,2024-10-13T20:15:00,10,6
17257,2024-10-13T20:00:00,13,15
17258,2024-10-13T19:45:00,20,17
17259,2024-10-13T19:30:00,29,26
17260,2024-10-13T19:15:00,9,6
17261,2024-10-13T19:00:00,18,15
17262,2024-10-13T18:45:00,6,10
17263,2024-10-13T18:30:00,20,16
17264,2024-10-13T18:15:00,42,40
17265,2024-10-13T18:00:00,50,52
17266,2024-10-13T17:45:00,43,40
17267,2024-10-13T17:30:00,59,43
17268,2024-10-13T17:15:00,42,29
17269,2024-10-13T17:00:00,57,62
17270,2024-10-13T16:45:00,66,53
17271,2024-10-13T16:30:00,57,47
17272,2024-10-13T16:15:00,39,38
17273,2024-10-13T16:00:00,86,59
17274,2024-10-13T15:45:00,60,61
17275,2024-10-13T15:30:00,62,53
17276,2024-10-13T15:15:00,75,84
17277,2024-10-13T15:00:00,56,63
17278,2024-10-13T14:45:00,70,74
17279,2024-10-13T14:30:00,103,95
17280,2024-10-13T14:15:00,73,73
17281,2024-10-13T14:00:00,87,52
17282,2024-10-13T13:45:00,38,37
17283,2024-10-13T13:30:00,87,87
17284,2024-10-13T13:15:00,47,50
17285,2024-10-13T13:00:00,85,67
17286,2024-10-13T12:45:00,44,44
17287,2024-10-13T12:30:00,103,98
17288,2024-10-13T12:15:00,83,68
17289,2024-10-13T12:00:00,84,50
17290,2024-10-13T11:45:00,42,37
17291,2024-10-13T11:30:00,54,40
17292,2024-10-13T11:15:00,43,47
17293,2024-10-13T11:00:00,49,46
17294,2024-10-13T10:45:00,31,45
17295,2024-10-13T10:30:00,25,10
17296,2024-10-13T10:15:00,24,17
17297,2024-10-13T10:00:00,19,24
17298,2024-10-13T09:45:00,14,14
17299,2024-10-13T09:30:00,23,21
17300,2024-10-13T09:15:00,25,14
17301,2024-10-13T09:00:00,8,2
17302,2024-10-13T08:45:00,0,10
17303,2024-10-13T08:30:00,4,9
17304,2024-10-13T08:15:00,7,9
17305,2024-10-13T08:00:00,5,13
17306,2024-10-13T07:45:00,4,3
17307,2024-10-13T07:30:00,0,1
17308,2024-10-13T07:15:00,0,5
17309,2024-10-13T07:00:00,0,2
17310,2024-10-13T06:45:00,2,1
17311,2024-10-13T06:30:00,3,2
17312,2024-10-13T05:00:00,0,2
17313,2024-10-13T03:15:00,0,3
17314,2024-10-13T00:45:00,0,5
17315,2024-10-13T00:30:00,0,2
17316,2024-10-13T00:15:00,0,8
17317,2024-10-13T00:00:00,0,2
17318,2024-10-12T23:30:00,6,0
17319,2024-10-12T23:15:00,1,1
17320,2024-10-12T23:00:00,6,12
17321,2024-10-12T22:45:00,3,0
17322,2024-10-12T22:30:00,13,10
17323,2024-10-12T22:15:00,7,7
17324,2024-10-12T22:00:00,1,2
17325,2024-10-12T21:45:00,3,10
17326,2024-10-12T21:30:00,18,11
17327,2024-10-12T21:15:00,4,4
17328,2024-10-12T21:00:00,17,17
17329,2024-10-12T20:45:00,32,30
17330,2024-10-12T20:30:00,20,16
17331,2024-10-12T20:15:00,17,32
17332,2024-10-12T20:00:00,4,5
17333,2024-10-12T19:45:00,12,15
17334,2024-10-12T19:30:00,20,11
17335,2024-10-12T19:15:00,30,33
17336,2024-10-12T19:00:00,54,53
17337,2024-10-12T18:45:00,51,47
17338,2024-10-12T18:30:00,80,79
17339,2024-10-12T18:15:00,119,87
17340,2024-10-12T18:00:00,67,60
17341,2024-10-12T17:45:00,142,123
17342,2024-10-12T17:30:00,177,123
17343,2024-10-12T17:15:00,75,87
17344,2024-10-12T17:00:00,97,89
17345,2024-10-12T16:45:00,149,116
17346,2024-10-12T16:30:00,161,187
17347,2024-10-12T16:15:00,69,77
17348,2024-10-12T16:00:00,210,183
17349,2024-10-12T15:45:00,242,228
17350,2024-10-12T15:30:00,175,164
17351,2024-10-12T15:15:00,209,198
17352,2024-10-12T15:00:00,213,197
17353,2024-10-12T14:45:00,163,164
17354,2024-10-12T14:30:00,212,167
17355,2024-10-12T14:15:00,179,158
17356,2024-10-12T14:00:00,187,198
17357,2024-10-12T13:45:00,123,141
17358,2024-10-12T13:30:00,183,199
17359,2024-10-12T13:15:00,157,138
17360,2024-10-12T13:00:00,169,127
17361,2024-10-12T12:45:00,163,136
17362,2024-10-12T12:30:00,146,137
17363,2024-10-12T12:15:00,106,99
17364,2024-10-12T12:00:00,101,89
17365,2024-10-12T11:45:00,107,103
17366,2024-10-12T11:30:00,90,82
17367,2024-10-12T11:15:00,61,61
17368,2024-10-12T11:00:00,124,125
17369,2024-10-12T10:45:00,98,92
17370,2024-10-12T10:30:00,55,82
17371,2024-10-12T10:15:00,86,83
17372,2024-10-12T10:00:00,58,48
17373,2024-10-12T09:45:00,27,43
17374,2024-10-12T09:30:00,39,45
17375,2024-10-12T09:15:00,38,20
17376,2024-10-12T09:00:00,22,50
17377,2024-10-12T08:45:00,20,38
17378,2024-10-12T08:30:00,13,33
17379,2024-10-12T08:15:00,9,10
17380,2024-10-12T08:00:00,7,1
17381,2024-10-12T07:45:00,9,11
17382,2024-10-12T07:30:00,8,7
17383,2024-10-12T07:15:00,2,2
17384,2024-10-12T07:00:00,1,1
17385,2024-10-12T06:45:00,1,1
17386,2024-10-12T06:30:00,2,2
17387,2024-10-12T06:15:00,0,3
17388,2024-10-12T05:30:00,0,1
17389,2024-10-12T02:15:00,0,2
17390,2024-10-12T02:00:00,0,2
17391,2024-10-12T01:45:00,0,2
17392,2024-10-12T01:30:00,0,5
17393,2024-10-12T01:15:00,0,2
17394,2024-10-12T00:45:00,0,6
17395,2024-10-12T00:30:00,0,2
17396,2024-10-12T00:15:00,0,5
17397,2024-10-12T00:00:00,0,3
17398,2024-10-11T23:45:00,0,4
17399,2024-10-11T23:30:00,9,3
17400,2024-10-11T23:00:00,7,5
17401,2024-10-11T22:45:00,2,2
17402,2024-10-11T22:30:00,5,3
17403,2024-10-11T22:15:00,11,17
17404,2024-10-11T22:00:00,7,16
17405,2024-10-11T21:45:00,2,2
17406,2024-10-11T21:30:00,11,13
17407,2024-10-11T21:15:00,3,14
17408,2024-10-11T21:00:00,7,16
17409,2024-10-11T20:45:00,15,27
17410,2024-10-11T20:30:00,14,12
17411,2024-10-11T20:15:00,14,21
17412,2024-10-11T20:00:00,13,13
17413,2024-10-11T19:45:00,17,23
17414,2024-10-11T19:30:00,27,50
17415,2024-10-11T19:15:00,22,55
17416,2024-10-11T19:00:00,28,30
17417,2024-10-11T18:45:00,38,42
17418,2024-10-11T18:30:00,40,24
17419,2024-10-11T18:15:00,40,38
17420,2024-10-11T18:00:00,71,50
17421,2024-10-11T17:45:00,54,55
17422,2024-10-11T17:30:00,85,56
17423,2024-10-11T17:15:00,60,68
17424,2024-10-11T17:00:00,68,74
17425,2024-10-11T16:45:00,91,64
17426,2024-10-11T16:30:00,112,112
17427,2024-10-11T16:15:00,57,63
17428,2024-10-11T16:00:00,121,127
17429,2024-10-11T15:45:00,92,106
17430,2024-10-11T15:30:00,96,84
17431,2024-10-11T15:15:00,102,93
17432,2024-10-11T15:00:00,99,92
17433,2024-10-11T14:45:00,102,73
17434,2024-10-11T14:30:00,169,139
17435,2024-10-11T14:15:00,129,115
17436,2024-10-11T14:00:00,74,84
17437,2024-10-11T13:45:00,113,105
17438,2024-10-11T13:30:00,102,101
17439,2024-10-11T13:15:00,86,85
17440,2024-10-11T13:00:00,121,97
17441,2024-10-11T12:45:00,107,112
17442,2024-10-11T12:30:00,107,125
17443,2024-10-11T12:15:00,115,96
17444,2024-10-11T12:00:00,115,110
17445,2024-10-11T11:45:00,77,68
17446,2024-10-11T11:30:00,69,76
17447,2024-10-11T11:15:00,61,68
17448,2024-10-11T11:00:00,100,89
17449,2024-10-11T10:45:00,59,78
17450,2024-10-11T10:30:00,99,69
17451,2024-10-11T10:15:00,63,65
17452,2024-10-11T10:00:00,35,28
17453,2024-10-11T09:45:00,20,20
17454,2024-10-11T09:30:00,30,34
17455,2024-10-11T09:15:00,15,24
17456,2024-10-11T09:00:00,16,18
17457,2024-10-11T08:45:00,12,14
17458,2024-10-11T08:30:00,23,21
17459,2024-10-11T08:15:00,19,7
17460,2024-10-11T08:00:00,6,2
17461,2024-10-11T07:45:00,8,9
17462,2024-10-11T07:30:00,3,2
17463,2024-10-11T07:15:00,1,4
17464,2024-10-11T07:00:00,8,7
17465,2024-10-11T06:45:00,6,4
17466,2024-10-11T06:30:00,18,15
17467,2024-10-11T05:30:00,0,1
17468,2024-10-11T03:30:00,0,6
17469,2024-10-11T02:15:00,0,3
17470,2024-10-11T02:00:00,0,10
17471,2024-10-11T01:00:00,0,3
17472,2024-10-11T00:30:00,0,2
17473,2024-10-11T00:15:00,0,5
17474,2024-10-10T23:30:00,9,7
17475,2024-10-10T23:15:00,1,1
17476,2024-10-10T23:00:00,5,9
17477,2024-10-10T22:45:00,3,6
17478,2024-10-10T22:30:00,11,8
17479,2024-10-10T22:15:00,6,3
17480,2024-10-10T22:00:00,4,5
17481,2024-10-10T21:45:00,3,12
17482,2024-10-10T21:30:00,14,12
17483,2024-10-10T21:15:00,7,10
17484,2024-10-10T21:00:00,4,5
